issn,eissn,journal_name,jif_2024,jif_quartile
23552786,23564539,Makara Journal of Technology,0.2,Q4
21928932,21928959,Case Reports in Perinatal Medicine,0.2,Q4
21542287,21542317,IEEE Pulse,0.2,Q4
23070404,27864804,Medicni Perspektivi,0.2,Q4
22271031,22271031,Science & Technique,0.2,Q4
00299138,00299138,MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,0.2,Q4
15166481,21797536,Novos Cadernos NAEA,0.2,Q4
14742780,20443765,Organisational and Social Dynamics,0.2,Q4
14057425,14057425,Papeles de Poblacion,0.2,Q4
10003282,10003282,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,0.2,Q4
19819927,19819927,RBNE-Revista Brasileira de Nutricao Esportiva,0.2,Q4
07161018,07176341,Revista Chilena de Infectologia,0.2,Q4
1131558X,19882831,Revista de Antropologia Social,0.2,Q4
03263428,23468548,Revista de Nefrologia Dialisis y Trasplante,0.2,Q4
11321873,19882858,Revista General de Informacion y Documentacion,0.2,Q4
18704670,24487899,Revista Latinoamericana de Derecho Social,0.2,Q3
18090044,19843526,Revista Tecnologia e Sociedade,0.2,Q4
00353841,17831768,REVUE PHILOSOPHIQUE DE LOUVAIN,0.2,
15932508,23852925,Studia Austriaca,0.2,
0458726X,19589549,Langages,0.2,Q4
12264873,22885226,Transactions of the Korean Society of Mechanical Engineers A,0.2,Q4
27176398,26515164,Turkderm-Turkish Archives of Dermatology and Venerology,0.2,Q4
13012193,13012193,Turkish Journal of Endocrinology and Metabolism,0.2,Q4
00316903,13475231,YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,0.2,Q4
00444677,00444677,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,0.2,Q4
0341051X,14389940,AKTUELLE RHEUMATOLOGIE,0.2,Q4
05343232,25312308,Anales del Instituto de Actuarios Espanoles,0.2,Q4
01207555,2346206X,Anuario Turismo y Sociedad,0.2,Q4
09720979,09744517,Applied Biological Research,0.2,Q4
19821956,19821956,Atelie Geografico,0.2,Q4
2237826X,2237826X,AtoZ-Novas Praticas em Informacao e Conhecimento,0.2,Q4
20737173,20737173,Marine Intellectual Technologies,0.2,Q4
23563664,23563656,Makara Journal of Health Research,0.2,Q4
00487848,22862560,Medical-Surgical Journal-Revista Medico-Chirurgicala,0.2,Q4
18290825,18290825,New Armenian Medical Journal,0.2,Q4
03318540,2320477X,Nigerian Journal of Basic and Clinical Sciences,0.2,Q4
23495987,23488336,International Journal of Physiotherapy,0.2,Q4
08491089,19168659,Education et Francophonie,0.2,Q4
16871642,23148934,Egyptian Journal of Pediatric Allergy and Immunology,0.2,Q4
00133205,22996184,Ekonomista,0.2,Q4
00137545,19696981,Enfance,0.2,Q4
16927311,23898844,Equidad & Desarrollo,0.2,Q4
22343180,22342591,Ewha Medical Journal,0.2,Q4
23464712,21454981,Gondola-Ensenanza y Aprendizaje de las Ciencias,0.2,Q4
22236619,23074620,Hong Kong Journal of Radiology,0.2,Q4
22779019,23214899,Indian Journal of Respiratory Care,0.2,Q4
20879423,20856695,Jurnal Ilmu dan Teknologi Kelautan Tropis,0.2,Q4
09720820,23940999,Indian Journal of Vascular and Endovascular Surgery,0.2,Q4
01239392,24223794,Infectio,0.2,Q4
21580510,21580529,International Journal of Biomedicine,0.2,Q4
2249782X,0973709X,Journal of Clinical and Diagnostic Research,0.2,Q4
27317226,27317234,Onkologie,0.2,Q4
23481153,23488859,Journal of Fetal Medicine,0.2,Q4
0003925X,,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.2,Q4
23478128,23478128,Journal of Head & Neck Physicians and Surgeons,0.2,Q4
20471238,20471246,Journal of Investment Strategies,0.2,Q4
09753605,25891235,Journal of Marine Medical Society,0.2,Q4
17290341,17290341,Journal of the Liaquat University of Medical and Health Sciences,0.2,Q4
21489580,21489580,Journal of Urological Surgery,0.2,Q4
00356239,00356239,Rivista di Filosofia,0.2,
00118524,00118524,Dental Cadmos,0.2,Q4
03525317,18490840,Pravni Vjesnik,0.2,Q3
02144018,19882475,Cuadernos de Historia Moderna,0.2,Q2
15630315,26632276,Recent Contributions to Physics,0.2,Q4
19135688,19135688,LEARNing Landscapes,0.2,Q4
27317447,27317455,Diabetologie,0.2,Q4
22209506,24140473,Devices and Methods of Measurements,0.2,Q4
1518952X,21769109,Desenvolvimento e Meio Ambiente,0.2,Q4
26666219,26666219,Current Problems in Cancer: Case Reports,0.2,Q4
16578651,23462159,Opera-Colombia,0.2,Q4
00306428,25093444,OSTEUROPA,0.2,Q4
24057991,24057991,Physician Assistant Clinics,0.2,Q4
02972964,22718362,Recherche en Soins Infirmiers,0.2,Q4
23184884,15171256,REMEA-Revista Eletronica do Mestrado em Educacao Ambiental,0.2,Q4
09736263,22784535,Research Journal of Biotechnology,0.2,Q4
18071228,22380604,Revista Brasileira de Direito,0.2,Q3
0120159X,22565485,Revista Colombiana de Sociologia,0.2,Q4
01228706,25005308,Revista Corpoica-Ciencia y Tecnologia Agropecuaria,0.2,Q4
0326646X,16665694,Revista de la Federacion Argentina de Cardiologia,0.2,Q4
19836635,19836635,Revista Gestao Organizacional,0.2,Q4
13907247,25287907,Revista San Gregorio,0.2,Q4
21747210,21747210,Revista sobre la Infancia y la Adolescencia,0.2,Q4
00488046,16634446,Revue Europeenne des Sciences Sociales,0.2,Q4
03420477,14391260,SPRACHE-STIMME-GEHOR,0.2,Q4
24057223,24057223,St Petersburg Polytechnic University Journal-Physics and Mathematics,0.2,Q4
14399903,1439989X,Suchttherapie,0.2,Q4
00405930,16642864,THERAPEUTISCHE UMSCHAU,0.2,Q4
12264881,12264881,Transactions of the Korean Society of Mechanical Engineers B,0.2,Q4
26022974,26022974,Turkish Journal of Intensive Care-Turk Yogun Bakim Dergisi,0.2,Q4
19118899,19118899,University of Toronto Journal of Undergraduate Life Sciences,0.2,Q4
01484818,23313501,US PHARMACIST,0.2,Q4
19988621,23112255,Vestnik Tomskogo Gosudarstvennogo Universiteta-Matematika i Mekhanika-Tomsk State University Journal of Mathematics and Mechanics,0.2,Q4
22925937,22925945,LymphoSign Journal-The Journal of Inherited Immune Disorders,0.2,Q4
07484321,07484321,LEGACY,0.2,
23401869,23401869,Kamchatka-Revista de Analisis Cultural,0.2,
01210793,20117965,Iatreia,0.2,Q4
27917940,27917940,Mediterranean Nursing and Midwifery,0.2,Q4
09761225,23220384,Oral & Maxillofacial Pathology Journal,0.2,Q4
13059319,13059327,Medical Journal of Bakirkoy,0.2,Q4
15785157,15785157,Geofocus-Revista Internacional de Ciencia y TecnologIa de la InformaciOn GeogrAfica,0.2,Q4
05251931,,BUNSEKI KAGAKU,0.2,Q4
16820363,18193684,Byulleten Sibirskoy Meditsiny,0.2,Q4
13167081,22448780,Ciencia e Ingenieria,0.2,Q4
01742442,16156730,COLOPROCTOLOGY,0.2,Q4
16903293,16903293,Comunidad y Salud,0.2,Q4
20272103,21450226,Cuadernos de Vivienda y Urbanismo,0.2,Q4
02120585,25303074,Debats-Revista de Cultura Poder i Societat,0.2,Q4
20358792,22817549,Documenti Geografici,0.2,Q4
17945992,2389783X,Duazary,0.2,Q4
16995317,16995317,e-Legal History Review,0.2,Q3
00135852,22323236,Elektrotehniski Vestnik,0.2,Q4
00260843,00260843,METALLURGIA ITALIANA,0.2,Q4
10213058,19917864,EurAmerica,0.2,Q4
00465828,00465828,Geotechnical Engineering,0.2,Q4
02116707,19896190,Areas-Revista Internacional de Ciencias Sociales,0.2,Q4
22409971,2280188X,History of Economic Thought and Policy,0.2,Q4
17769817,22148485,Imagerie de la Femme,0.2,Q4
22417443,22417443,International Journal of Bridge Engineering,0.2,Q4
26360004,26360012,International Journal of Gastrointestinal Intervention,0.2,Q4
20728069,25432702,Iraqi Journal of Hematology,0.2,Q4
02577968,02577968,Journal of Indian Geophysical Union,0.2,Q4
23518200,23518200,Journal of Medical and Surgical Research,0.2,Q4
20834187,20834195,Journal of Power Technologies,0.2,Q4
00379980,,JOURNAL OF SYNTHETIC ORGANIC CHEMISTRY JAPAN,0.2,Q4
23052643,23052651,Khyber Medical University Journal-KMUJ,0.2,Q4
02705214,19300530,JOHNS HOPKINS APL TECHNICAL DIGEST,0.2,Q4
1341027X,,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,0.2,Q4
12215872,23932988,Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,0.2,Q4
0007473X,,BULLETIN MONUMENTAL,0.2,
2651396X,2651396X,Ekoist-Journal of Econometrics and Statistics,0.2,Q4
22180559,22209026,Eureka-Revista Cientifica de Psicologia,0.2,Q4
08827958,21619425,ADVANCED MATERIALS & PROCESSES,0.2,Q4
13907603,13907603,Revista Ciencias Pedagogicas e Innovacion,0.2,Q4
23103469,23103469,Revista Cubana de Ciencias Forestales,0.2,Q4
08711623,21834016,Cadernos de Geografia,0.2,Q4
02539268,22247939,Revista Cubana de Fisica,0.2,Q4
18867650,18866212,Revista General de Derecho Constitucional,0.2,Q3
10289011,10289011,Southern African Journal of Accountability and Auditing Research-SAJAAR,0.2,Q4
2941749X,2941749X,Sugar Industry international,0.2,Q4
2215910X,20275692,Suma de Negocios,0.2,Q4
13035754,13035754,Turkish Policy Quarterly,0.2,Q4
1306133X,1306133X,UHOD-Uluslararasi Hematoloji-Onkoloji Dergisi,0.2,Q4
23067039,25221345,Ukrainian Metrological Journal,0.2,Q4
19988605,23112085,Vestnik Tomskogo Gosudarstvennogo Universiteta-Upravlenie Vychislitelnaja Tehnika i Informatika-Tomsk State University Journal of Control and Computer Science,0.2,Q4
00442380,18642950,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,0.2,Q4
18019064,18019064,Akustika,0.2,Q4
16650174,20075308,Mexico y la Cuenca del Pacifico,0.2,Q4
1657320X,23393874,Archivos de Medicina,0.2,Q4
09728201,09730621,Asian Journal of Management Cases,0.2,Q4
15624730,15624730,Biblios-Revista de Bibliotecologia y Ciencias de la Informacion,0.2,Q4
1542166X,19391862,BIOPHARM INTERNATIONAL,0.2,Q4
02529742,02529742,Bulletin of the European Association for Theoretical Computer Science,0.2,Q4
16093607,16093607,Current Allergy & Clinical Immunology,0.2,Q4
17729971,17729971,Developpement Durable & Territoires,0.2,Q4
10844945,2211730X,Experiment-A Journal of Russian Culture,0.2,
02107716,22538291,Historia Instituciones Documentos,0.2,Q2
18424074,18424074,Ingineria Automobilului,0.2,Q4
23010118,23010126,InterCambios-Dilemas y transiciones de la Educacion Superior,0.2,Q4
1942390X,19423918,International Journal of Mobile Human Computer Interaction,0.2,Q4
12860107,12860107,Phlebolymphology,0.2,Q4
0386216X,,KAGAKU KOGAKU RONBUNSHU,0.2,Q4
11053992,11053992,Archives of Hellenic Medicine,0.2,Q4
03947297,03947297,Filosofia Politica,0.2,
01807307,21070865,Revue d Economie Regionale et Urbaine,0.2,Q4
2145549X,24224200,Logos Ciencia & Tecnologia,0.2,Q4
10181601,24102490,NTU Management Review,0.2,Q4
18060374,21790302,Periodico Tche Quimica,0.2,Q4
13007319,13007319,Planlama-Planning,0.2,Q4
18570070,18570070,Problemele Energeticii Regionale,0.2,Q4
0079726X,21025320,PSYCHIATRIE DE L ENFANT,0.2,Q4
12675059,21170843,Region et Developpement,0.2,Q4
01202804,23573791,Revista Colombiana de Quimica,0.2,Q4
02138964,19889046,Revista de Estudios Empresariales-Segunda Epoca,0.2,Q4
11368071,11368071,Revista de Hispanismo Filosofico,0.2,
15772578,23405759,Revista de Sociedad Gaditana de Historia Natural,0.2,Q4
13901079,1390924X,Chasqui-Revista Latinoamericana de Comunicacion,0.2,Q4
16650441,16650441,Revista Ra Ximhai,0.2,Q4
22862218,22862218,Romanian Journal of Transport Infrastructure,0.2,Q4
22361170,22361170,Revista Eletronica em Gestao Educacao e Tecnologia Ambiental,0.2,Q4
0858849X,0858849X,Suranaree Journal of Science and Technology,0.2,Q4
1091711X,25727338,Thresholds,0.2,
19746849,22814574,TRIA-Territorio della Ricerca su Insediamenti e Ambiente,0.2,Q4
00419095,20110839,Universitas Medica,0.2,Q4
27317404,27317412,Zeitschrift fur Pneumologie,0.2,Q4
01201700,23898755,Actualidades Pedagogicas,0.2,Q4
00033170,16952987,Angiologia,0.2,Q4
20310293,20310293,Brussels Studies,0.2,Q4
18506216,18506216,Calidad de Vida y Salud,0.2,Q4
13471767,13473824,Journal of Computer Chemistry-Japan,0.2,Q4
02160455,25273825,Agritech,0.2,Q4
00430978,21928762,WasserWirtschaft,0.2,Q4
00014079,22714820,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,0.2,Q4
13906631,13906631,Letras Verdes,0.2,Q4
23045124,23045132,Revista Peruana de Ginecologia y Obstetricia,0.2,Q4
14050269,23958782,Ciencia Ergo-Sum,0.2,Q4
18174078,18174078,Novedades en Poblacion,0.2,Q4
19003099,23823984,Pensando Psicologia,0.2,Q4
02774208,02774208,PRACTICAL GASTROENTEROLOGY,0.2,Q4
13003623,13003623,Maliye Dergisi,0.2,Q4
19846266,19846266,Revista Contabilidade e Controladoria-RC C,0.2,Q4
07190700,07190700,Revista Habitat Sustentable,0.2,Q4
03380599,,REVUE D ETUDES COMPARATIVES EST-OUEST,0.2,Q4
00354902,19383401,RHODORA,0.2,Q4
11372311,26036967,Trans-Revista de Traductologia,0.2,
21918805,21918813,Transfusionsmedizin,0.2,Q4
0006176X,16838947,Bibliotecas-Anales de Investigacion,0.2,Q4
09983953,19619138,Exercer-La Revue Francophone de Medecine Generale,0.2,Q4
21753709,21753709,Geografares,0.2,Q4
07185049,07185049,Izquierdas,0.2,Q4
03405370,03405370,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,0.2,Q4
05319684,,FOLK MUSIC JOURNAL,0.2,
01000888,22360999,Revista Letras,0.2,
16065581,18175996,Revista Cubana de Reumatologia,0.2,Q4
16969650,16969650,Revista General de Derecho Administrativo,0.2,Q3
16969669,16969669,Revista General de Derecho Canonico y Derecho Eclesiastico del Estado,0.2,Q3
19921896,2221724X,Contabilidad y Negocios,0.2,Q4
18095267,18095267,ARQUIVOS BRASILEROS DE PSICOLOGIA,0.2,Q4
00093068,20476329,CHEMISTRY & INDUSTRY,0.2,Q4
11289082,11289082,Comunicazione Filosofica,0.2,
13470485,18804500,Eco-Engineering,0.2,Q4
00303526,00303526,OPERA,0.2,
00312037,00312037,PARIS REVIEW,0.2,
11209526,11209526,Ricerche di Storia Politica,0.2,Q2
22827447,22827447,Carte Romanze,0.1,
00120936,23659521,DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE,0.1,
00404969,17432952,TEXTILE HISTORY,0.1,
10269479,24114642,Problemy Istoricheskoi Poetiki,0.1,
20699271,22479163,Word and Text-A Journal of Literary Studies and Linguistics,0.1,
01473085,26957183,Celestinesca,0.1,
01467891,,NINETEENTH-CENTURY FRENCH STUDIES,0.1,
24738433,24738441,Harold Pinter Review-Essays on Contemporary Drama,0.1,
20567790,20544170,Stanislavski Studies,0.1,
00049468,20462913,AUSTRALIAN JOURNAL OF FRENCH STUDIES,0.1,
02104822,24450898,BOLETIN DE LA REAL ACADEMIA ESPANOLA,0.1,
14060957,14060949,Folklore-Electronic Journal of Folklore,0.1,
14753839,14783398,BULLETIN OF HISPANIC STUDIES,0.1,
23868295,23868295,Magnificat Cultura i Literatura Medievals,0.1,
10751262,18763324,Soviet and Post Soviet Review,0.1,Q3
02786656,,CLASSICAL ANTIQUITY,0.1,
00664774,20568819,Antichthon,0.1,
02104911,1989614X,Estudios Romanicos,0.1,
1944897X,19448988,Literary Journalism Studies,0.1,
1517106X,18070299,Alea-Estudos Neolatinos,0.1,
00294586,20477236,NOTTINGHAM FRENCH STUDIES,0.1,
10185011,,Gripla,0.1,
00376973,00376973,Slovenska Literatura,0.1,
00267724,1080658X,MFS-Modern Fiction Studies,0.1,
0300693X,18796583,DAPHNIS-ZEITSCHRIFT FUR MITTLERE DEUTSCHE LITERATUR,0.1,
07377037,15430413,JOURNAL OF FOLKLORE RESEARCH,0.1,
04308778,1759670X,Folk Life-Journal of Ethnological Studies,0.1,
10829636,,JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,0.1,
15248429,2161427X,Interdisciplinary Literary Studies,0.1,
00265667,21574189,MINNESOTA REVIEW,0.1,
0046435X,25305832,Fontes Linguae Vasconum,0.1,Q4
00787191,17459214,OXFORD GERMAN STUDIES,0.1,
15239012,17526566,Literary Imagination,0.1,
22555889,22555889,De Medio Aevo,0.1,
00397679,15027805,Symbolae Osloenses,0.1,
17582733,1758972X,Journal of British and Irish Innovative Poetry,0.1,
19853106,19853106,Asiatic-IIUM Journal of English Language and Literature,0.1,
10601503,14701553,VICTORIAN LITERATURE AND CULTURE,0.1,
17296897,17298792,Concentric-Literary and Cultural Studies,0.1,
0034849X,19884192,REVISTA DE LITERATURA,0.1,
08745498,,Agora-Estudos Classicos em Debate,0.1,
01650505,22112898,BMGN-The Low Countries Historical Review,0.1,Q3
01458973,23274247,CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA,0.1,
17503159,17503167,Studies in Musical Theatre,0.1,
09615652,17458188,Labour History Review,0.1,Q3
0008199X,14716836,CAMBRIDGE QUARTERLY,0.1,
02691213,14774658,Renaissance Studies,0.1,
07494467,14772256,Contemporary Music Review,0.1,
0895769X,19403364,ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS,0.1,
12069078,12069078,Early Theatre,0.1,
18037399,23364416,Etudes Romanes de Brno,0.1,
03511189,03511189,Primerjalna Knjizevnost,0.1,
02122952,19882556,Dicenda-Cuadernos de Filologia Hispanica,0.1,
00267694,17125286,MODERN DRAMA,0.1,
20517041,2051705X,Journal of Contemporary Chinese Art,0.1,
00098418,15589234,CLASSICAL WORLD,0.1,
09273131,18757405,Samuel Beckett Today/Aujourd'hui,0.1,
11354178,24441457,Quaderns de Filologia-Estudis Literaris,0.1,
00317985,21967008,Philologus,0.1,
09322221,,Zeitschrift fur Katalanistik,0.1,
02721635,,ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,0.1,
22797149,22797149,Journal of Early Modern Studies,0.1,
13379275,13379690,World Literature Studies,0.1,
01472593,10806563,LION AND THE UNICORN,0.1,
01316095,01316095,RUSSKAIA LITERATURA,0.1,
17159261,17159261,Analyses-Revue de Critique et de Theorie Litteraire,0.1,
20832931,2084574X,Text Matters-A Journal of Literature Theory and Culture,0.1,
19881088,19881088,Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro,0.1,
25094882,25094890,Frontiers of Narrative Studies,0.1,
00284866,19372213,NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,0.1,Q3
02564718,17535387,Journal of Literary Studies,0.1,
14790963,17458218,Central Europe,0.1,Q3
01440357,17439426,Prose Studies-History Theory Criticism,0.1,
09681361,17500214,Translation and Literature,0.1,
00404691,15347303,TEXAS STUDIES IN LITERATURE AND LANGUAGE,0.1,
19839928,19839928,Historia da Historiografia,0.1,Q3
00358118,26885220,Romanic Review,0.1,
16997778,16997778,Tiempos Modernos-Revista Electronica de Historia Moderna,0.1,Q3
09552367,14692961,ASIAN PHILOSOPHY,0.1,
03405222,18658938,ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE,0.1,
00058076,18659373,BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,0.1,
00098353,23275812,CLASSICAL JOURNAL,0.1,
15932214,,Reti Medievali Rivista,0.1,
21690847,21690847,Catedral Tomada-Revista de Critica Literaria Latinoamericana-Journal of Latin American Literary Criticism,0.1,
02648334,17500176,PARAGRAPH,0.1,
00928208,15433374,Childrens Literature,0.1,
03051498,17571634,OXFORD LITERARY REVIEW,0.1,
03041042,03041042,JAPANESE JOURNAL OF RELIGIOUS STUDIES,0.1,
09290761,15685179,Dead Sea Discoveries,0.1,
00180777,23653116,HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE,0.1,
15400085,24752401,Expressions maghrebines,0.1,
03237982,,ZEITSCHRIFT FUR GERMANISTIK,0.1,
23363452,2336808X,Convivium-Exchanges and Interactions in the Arts of the Premodern World-Seminarium Kondakovianum Series Nova,0.1,
03935949,20376731,I Tatti Studies,0.1,
10409483,21614318,Eugene O Neill Review,0.1,
00293970,14716941,NOTES AND QUERIES,0.1,
01882546,24488216,Literatura Mexicana,0.1,
00852376,1570064X,JOURNAL OF ARABIC LITERATURE,0.1,
08613710,13148524,Istoriya-History,0.1,Q3
09524142,20421362,KEATS-SHELLEY REVIEW,0.1,
16974328,16973798,Documenta et Instrumenta,0.1,Q3
00088080,15340708,CATHOLIC HISTORICAL REVIEW,0.1,Q3
0034818X,0034818X,REVISTA DE ESTUDIOS HISPANICOS,0.1,
14664658,17437903,American Nineteenth Century History,0.1,Q3
18358063,13258338,Australian Humanities Review,0.1,
00136662,19888384,Emerita,0.1,
19424558,25782185,Ecumenica-Performance and Religion,0.1,
23404841,23404841,Scripta-Revista Internacional de Literatura i Cultura Medieval i Moderna-International Journal of Medieval & Modern Literature & Culture,0.1,
00142085,14921405,ETUDES FRANCAISES,0.1,
00233609,16512294,KONSTHISTORISK TIDSKRIFT,0.1,
02759527,25739476,South Asian Review,0.1,
11357789,11357789,SEDERI-Yearbook of the Spanish and Portuguese Society for English Renaissance Studies,0.1,
00945323,21537917,Augustinian Studies,0.1,Q3
25892517,25892525,Secular Studies,0.1,
14639947,14767953,Contemporary Buddhism,0.1,
0038478X,15589560,SOUTHWESTERN HISTORICAL QUARTERLY,0.1,Q3
08711569,21831718,Humanitas-Portugal,0.1,
23484489,23497718,Studies in Peoples History,0.1,Q3
02144808,2171861X,Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses,0.1,Q4
00843695,19472978,Yearbook of Comparative Literature,0.1,
02789671,10806571,LITERATURE AND MEDICINE,0.1,
20937288,21672040,Journal of Korean Religions,0.1,
00344346,23298626,RENASCENCE-ESSAYS ON VALUES IN LITERATURE,0.1,
01228803,23226889,Historia Caribe,0.1,Q3
23139676,23139676,Estudios de Teoria Literaria-Revista Digital-Artes Letras Humanidades,0.1,
01973762,14772809,Visual Resources,0.1,
00492426,15272095,SUB-STANCE,0.1,
00158518,14716860,FORUM FOR MODERN LANGUAGE STUDIES,0.1,
07182295,07182295,REVISTA CHILENA DE LITERATURA,0.1,
15180158,23164018,Estudos de Literatura Brasileira Contemporanea,0.1,
24055050,24055069,Erudition and the Republic of Letters,0.1,Q3
0717554X,0717554X,Cinta de Moebio,0.1,
19476566,21539650,Journal of Medieval Religious Cultures,0.1,
00182613,2196680X,Historische Zeitschrift,0.1,Q3
03148769,18379389,Aboriginal History,0.1,Q3
00438006,26407310,WORDSWORTH CIRCLE,0.1,
2312461X,23124628,Siberian Historical Research-Sibirskie Istoricheskie Issledovaniya,0.1,Q3
01911961,15489930,Missouri Review,0.1,
07938934,15655288,Nashim-A Journal of Jewish Womens Studies & Gender Issues,0.1,
07160798,07160798,Taller de Letras,0.1,
20497555,20497563,Journal for the Cognitive Science of Religion,0.1,
19897383,19897383,Castilla-Estudios de Literatura,0.1,
05909597,18489079,Casopis za Suvremenu Povijest,0.1,Q3
00145483,20477708,EXTRAPOLATION,0.1,
15692116,15692124,Journal of Ancient Near Eastern Religions,0.1,Q3
17571871,1757188X,Journal of Dance & Somatic Practices,0.1,
00903779,00903779,APPALACHIAN JOURNAL,0.1,Q3
27521591,27521605,Zeitschrift fur Empirische Kulturwissenschaft,0.1,
22265260,23116986,Horizon-Fenomenologicheskie Issledovaniya,0.1,
0026637X,2689517X,MISSISSIPPI QUARTERLY,0.1,
09667350,17455189,Feminist Theology,0.1,
22134476,22134484,Korean Journal of International and Comparative Law,0.1,Q4
07303238,15489590,Studies in American Indian Literatures,0.1,
02653788,17598931,Transformation-An International Journal of Holistic Mission Studies,0.1,
0567784X,2350417X,Acta Neophilologica,0.1,
20719957,20719957,Journal for the Study of Christian Culture,0.1,
00074640,,BULLETIN HISPANIQUE,0.1,
09699082,17475848,Womens Writing,0.1,
20427891,20427905,Journal of Scandinavian Cinema,0.1,
00182206,21656185,HISPANOFILA,0.1,
00982601,10863192,EIGHTEENTH-CENTURY LIFE,0.1,
26314134,25165399,European Journal of Korean Studies,0.1,
00144940,1939926X,EXPLICATOR,0.1,
14060701,22284729,Interlitteraria,0.1,
16993225,21736839,Exemplaria Classica,0.1,
13866354,13866354,International Journal of Chinese & Comparative Philosophy of Medicine,0.1,Q4
0022281X,15291464,JOURNAL OF MODERN LITERATURE,0.1,
11218819,11218819,Eikasmos-Quaderni Bolognesi di Filologia Classica,0.1,
0103183X,23165758,Remate de Males,0.1,
22555056,22555056,Revista de Estudios Latinos,0.1,
07176058,07190913,Anales de Literatura Chilena,0.1,
19589271,19589271,Bulletin du Centre de Recherche du Chateau de Versailles,0.1,Q3
05711371,,ARS Orientalis,0.1,
00089192,,CENTRAL ASIATIC JOURNAL,0.1,
03806995,17187850,STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,0.1,
20504837,20504845,Studies in Spanish & Latin American Cinemas,0.1,
08700133,27363082,Euphrosyne-Revista de Filologia Classica,0.1,
00090468,2571094X,CESKA LITERATURA,0.1,
20500742,20500750,Clothing Cultures,0.1,
2166742X,21667438,J19-The Journal of Nineteenth-Century Americanists,0.1,
00244457,25709410,Listy Filologicke,0.1,
0316778X,0316778X,QUEENS LAW JOURNAL,0.1,Q4
00405736,20442556,THEOLOGY TODAY,0.1,
03293807,18514669,Anclajes,0.1,
22548718,22548718,Eikon Imago,0.1,
00170496,00170496,GIORNALE STORICO DELLA LETTERATURA ITALIANA,0.1,
19899289,19899289,Futuro del Pasado-Revista Electronica de Historia,0.1,Q3
00190993,18659039,IBEROROMANIA,0.1,
00219207,,JOURNAL OF BAND RESEARCH,0.1,
20520204,20520212,Journal of Illustration,0.1,
1567715X,15685241,KronoScope-Journal for the Study of Time,0.1,
0043342X,,WESTERLY,0.1,
09528822,14755297,Third Text,0.1,
25783491,25783505,Prism-Theory and Modern Chinese Literature,0.1,
00358991,,PROCEEDINGS OF THE ROYAL IRISH ACADEMY SECTION C-ARCHAEOLOGY CELTIC STUDIES HISTORY LINGUISTICS LITERATURE,0.1,
07332033,,THEATRE HISTORY STUDIES,0.1,
00187895,1544399X,HUNTINGTON LIBRARY QUARTERLY,0.1,
00122173,17590949,DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,0.1,
1871031X,18710328,Religion & Human Rights,0.1,
02658305,,PRINT QUARTERLY,0.1,
13528165,14699990,PERFORMANCE RESEARCH,0.1,
20946937,,Kritika Kultura,0.1,
00214183,19386036,JAMES JOYCE QUARTERLY,0.1,
00168904,00168904,GERMANISCH-ROMANISCHE MONATSSCHRIFT,0.1,
1547402X,20487827,Chinese Historical Review,0.1,Q3
16885317,16885317,Estudios Historicos,0.1,Q3
18411487,1841964X,"American, British and Canadian Studies",0.1,
00349631,21544794,REVISTA IBEROAMERICANA,0.1,
00241334,20356315,LETTERE ITALIANE,0.1,
00433462,19487142,WESTERN AMERICAN LITERATURE,0.1,
13662724,17569923,Sculpture Journal,0.1,
00272671,19618646,MOUVEMENT SOCIAL,0.1,Q3
00267937,22224319,MODERN LANGUAGE REVIEW,0.1,
00425222,15272052,VICTORIAN STUDIES,0.1,
23303964,23303980,Edith Wharton Review,0.1,
00982474,23526963,Explorations in Renaissance Culture,0.1,
